en,zh-hant,zh-hans
ISDN,整體服務數位網路,"綜合業務數字網, *ISDN網"
ISDN network identification code,ISDN網路識別碼,ISDN網標識碼
ISIN,中斷信號互連網路,中斷信號互連網絡
island of automation,自動化孤島,自動化孤島
ISO reference mode,國際標準組織參考模式,
ISO reference model,國際標準組織參考模型,
ISOC,網際網路協會,因特網協會
isochronous transmission,等時傳輸,
isolate word speech recognition,孤立詞語音識別,孤立詞語音識別
isolated amplifier,隔離放大器；被隔離之放大器,
isolated I/O,隔離輸入輸出,
isolated pulse half width,隔離半寬度,
isolated subset,隔離子集,
isolated word recognition,隔離字,
isolation,隔離,
isolation level,隔離層次,隔離級
isolator,隔離器,
isometric projection,等角投影,等軸測投影
isomorphism problem,同構問題,
isoplanar integrated injection logic,等平面積體注入邏輯,
isotope,同位素,
ISP,網際網路服務提供者,因特網服務提供者
ISS,智慧支援系統,智能支持系統
ISSO,資訊系統安全性官,信息系統安全官
issue,發出,
ISW block,初始儲存寫入塊,
IT,資訊技術,信息技朮
italic,斜體字,
ITB,反向變換緩衝,逆變換緩沖器
item,項目,項
item advance,按項目進行,
item design,項目設計,
item separation symbol,項目分隔符號,
item-list,項目表,
item-on-term file,檢索詞記錄檔案,
iterate improvement,疊代改進,迭代改進
iteration,疊代,迭代
iteration factor,疊代因數,
iteration vector,疊代向量,
iterative algorithm,疊代演算法,
iterative array,疊代陣列,
iterative method,疊代法,
iterative operation,疊代運算；反覆運算,
iterative placement algorithm,疊代布局演算法,
iterative process,疊代過程,
iterative scheduling and allocation method,疊代調度配置方法,迭代調度分配方法
iterative search,疊代搜尋,迭代搜索
iterative statement,替代敘述,
ITV,交互式電視,交互式電視
原文,臺灣用語,大陸用語
lab project,實驗專案,
label,標號；標記；標籤,標號
label address table,標號位址表,
label area,標號區,
label assignment statement,標號指定敘述,
label attribute,標號屬性,
label block,標號段,
label buffer address,標號緩衝位址,
label check,標號核對,
label coding,標號編碼,
label combination,標號組合,
label constant,標號常數,
label data,標號資料,
label declaration,標號宣告,
label declaration part,標號宣告部分,
label declaration section,標號宣告區段,
label definition,標號定義,
label delimiter,標號定界符,
label descriptor,標號描述符,
label expression,標號表式,
label field,標號欄,
label format record,標號格式記錄,
label group,標號組,
label handling,標號處置,
label handling routine,標號處置常式,
label identifier,標號識別符,
label information area,標號資訊區,
label key,標號鍵,
label map,標號映像,
label notation,標號記法,
label number,標號數,
label parameter,標號參數,
label prefix,標號前置,
label printer,標號列印機,
label procedure,標號程序,
label processing,標號處理,
label processing routine,標號處理常式,
label processor,標號處理機,
label record,標號記錄,
label record clause,標號記錄子句,
label record standard,標號記錄標準,
label routine,標號常式,
label save area,標號保存區,
label set,標號集,
label subscript,標號下標,
label symbol,標號符號,
label table,標號表,
label terminator,標號終止符,
label trace,標號追蹤,
label translation,標號變換,
label variable,標號變數,
labeled,有標,
labeled algorithm,有標演算法,
labeled block,有標塊,
labeled channel,有標通道,帶標號信道
labeled common area,有標公用區,
labeled common block,有標公用塊,
labeled common name,有標公用區名,
labeled data stream,有標資料流,
labeled graph,有標圖,
labeled image,有標影像,
labeled input file,有標輸入檔,
labeled instruction,有標指令,
labeled multiplexing,有標多工,帶標號復用
labeled ordered tree,帶標有序樹,
labeled Petri net,有標 Petri net,標號佩特里網
labeled plane displays,有標平面顯示器,
labeled reachable tree,有標可達樹,標號可達樹
labeled security,有標安全,標號化安全
labeled series-parallel network,有標串並聯網路,
labeled statement,有標敘述,
labeled storage,有標儲存器,
labeled transitive digraph,有標遞移有向圖,
labeled tree,有標樹,
labeling,標號,
labeling method,標號法,
labeling procedure,標號程序,
labor completed,巳完成人工,
labor content lower levels,低階人工內容,
labor content this level,本階人工內容,
labor cost,人工成本,
labor hour,人工小時,
labor reported,已報人工,
labor reporting,人工報告,
labor tickets,人工單,
labor time,人工時間,
labor total,人工總計,
labor/overhead table,人工／間接製造費用表,
laboratory,實驗室,
laboratory automation,實驗室自動化,
laboratory automation system,實驗室自動化系統,
laboratory computer,實驗室計算機,
laboratory computer hierarchy,實驗室計算機階層,
laboratory computer on-line inquiry,實驗室計算機連線詢問,
laboratory control computer,實驗室控制計算機,
laboratory data management,實驗室資料管理,
laboratory data processor,實驗室資料處理器,
laboratory data products group,實驗室資料產品組,
laboratory data stream,實驗室資料流,
laboratory database,實驗室資料庫,
laboratory effects,實驗室效應,
laboratory environment,實驗室環境,
laboratory information processing system,實驗室資訊處理系統,
laboratory interconnecting programming system,實驗室互連程式設計系統,
laboratory minicomputer,實驗室迷你電腦,
laboratory operating system,實驗室操作系統,
laboratory peripheral system,實驗室週邊系統,
laboratory reliability test,實驗室可靠度測試,
laboratory report,實驗室報告,
laboratory signal processing instrument,實驗室信號處理儀器,
laboratory signal processor,實驗室信號處理機,
laboratory system,實驗室系統,
lace,邊帶打孔,
lace card,邊帶打孔卡,
laced card,多餘孔卡片,
lack-of-knowledge inference,知識缺乏推理,
ladder diagram,梯形圖,梯形圖
ladder logic,梯形邏輯,
ladder network,梯形網路,
ladder printer,梯形列印機,
ladder static logic,梯形靜態邏輯,
Laddic,拉蒂克多孔磁心,
lag,滯後,滯后
lag network,滯後網路,
lag or lead,滯後或引線,
lag product,滯後積,
lag time,滯後時間,
lag unit,滯後單元,
lag window,滯後視窗,
lagged product theorem,滯後乘積定理,
lagging,滯後,
lagging current,滯後電流,
Lagrange intergration formula,拉格朗日積分公式,
Lagrange interpolation,拉格朗日內插,
Lagrange inversion formula,拉格朗日反算公式,
Lagrange multiplier,拉格朗日乘數,
Lagrangian coordinates,拉格朗日坐標,
lambda binding,λ連結,
lambda calculus,λ演算,
lambda calculus notation,λ演算記法,
lambda definition,λ定義,
lambda expression,λ表式,
lambda notation,λ記法,
lambda parameter,λ參數,
lambda variable,λ變數,
lambda-stochastic finite state language,λ隨機有限狀態語言,
lambda-stochastic push-down language,λ隨機下推語言,
Lambert's model,Lambert's 模型,朗伯模型
laminar bus A,疊層匯流排A,
laminar bus B,疊層匯流排B,
laminar bus,疊層匯流排,
laminar flow,疊層流,
laminate,層板,層壓板
laminate board,層板,
laminate bus plate,層板匯流條板,
laminated bus plate,層板匯流條板,
laminated magnetic head,層版磁頭,疊片式磁頭
lamination,分層；疊片,
lamp driver,指示燈驅動器,
lamp monitor,燈監視器,
LAN,區域網路,局域網
LAN broadcast,區域網路廣播,局域網廣播
LAN broadcast address,區域網路廣播位址,局域網廣播地址
LAN gateway,區域網路閘道,局域網網關
LAN global address,區域網路全球位址,局域網全球地址
LAN group address,區域網路群組位址,局域網[成]組地址
LAN individual address,區域網路個別位址,局域網單[個]地址
LAN manager,區域網路管理器,局域網管理程序
LAN multicast,區域網路多播,局域網多播
LAN multicast address,區域網路多播位址,局域網多播地址
LAN server,區域網路伺服器,局域網服務器
LAN switch,區域網路交換機,局域網交換機
land based facilities,地面為本的設備,
land development accounting system,土地開發會計系統,
land line,陸線,
land line facilities,陸線設施,
land line teletype,陸線電傳打字,
land line teletypewriter,陸線電傳打字機,
land station,地面站,
land terminal,地面終端站,
landing,著陸；定位,
landing line teletype,定位行電傳打字,
landing zone,定位區,
Landsat,地球衛星,
LANDSAT image processing,地球衛星影像處理,
landscape,橫向排法；風景排法,橫向
language,語言,語言
language acquisition,語言獲取,語言獲取
language analysis,語言分析,
language and language behavior abstracts,語言與語言行為摘要,
language and terminal,語言和終端,
language assembler,語言組合程式,
language based architecture,語言為本的架構,
language binding,語言連結,
language call,語言呼叫,
language character,語言字元,
language character set,語言字元集,
language class,語言類,
language code,語言碼,
language complexity,語言複雜性,
language concept,語言概念,
language construction,語言構造,
language control form,語言控制形式,
language convention,語言規約,
language conversion program,語言轉換程式,
language converter,語言轉換器,
language converter translator,語言轉換翻譯器,
language data,語言數據,
language data processing,語言資料處理,
language definition,語言定義,
language dependent parameter,語言相關的參數,
language dependent translator,語言相關翻譯器,
language description,語言描述,
language description language,描述語言的語言,
language design criteria,語言設計準則,
language designer,語言設計師,
language development,語言開發,
language digit,語言數位,
language editor,語言編輯器,
language element,語言元素,
language engineering,語言工程,
language exploitation condense,利用語言的濃縮,
language extendibility,語言可擴充性,
language feature,語言特徵,
language file,語言檔；語言檔案,
language for conversational computing,交談計算語言,
language for programming-in-the-small,設計小型程式的語言,
language for robot control,機器人控制語言,
language for symbolic simulation,符號模擬語言,
language for system development,系統開發語言,
language for your remote instruction by computer,計算機遠程教學語言,
language form,語言形式,
language fundamental frequency recognition,語言基頻識別,
language generation system,語言產生系統,
language graph,語言圖,
language hierarchy,語言階層,
language identification,語言識別,
language independent error recovery method,獨立於語言的錯誤復原方法,
language independent macroprocessor,語言無關的巨集處理器,
language inference,語言推理,
language information,語言資訊,語言信息
language information algebra system,語言資訊代數系統,
language information processing,語言資訊處理,
language interpretation module,語言解譯模組,
language interpreter,語言解譯器,
language knowledge base,語言知識庫,語言知識庫
language level,語言位準,
language list processing,語言串列處理,
language media format,語言媒體格式,
language membership proof system,語言隸屬證明系統,語言成員証明系統
language model,語言模型,語言模型
language of production system,生成系統語言,
language oriented system analysis table,語言導向的系統分析表,
language pair,語言對,
language pattern,語言型樣,
language primitive,語言基元,
language processing and debugging,語言處理和除錯,
language processor,語言處理器,語言處理程序
language processor unit,語言處理機單元,
language recognition,語言識別,語言識別
language reference manual,語言參考手冊,
language reliability,語言可靠性,
language requirement,語言需求,
language rules,語言規則,
language selection,語言選擇,
language shift,語言移位,
language size,語言大小,
language specific linkage,語言特定鏈接,
language specification,語言規格,
language standard,語言標準,語言標准
language standardization,語言標準化,
language statement,語言敘述,
language structure,語言結構,
language structure group,語言結構組,
language subset,語言子集,
language subsystem,語言子系統,
language summary,語言摘要,
language support environment,語言支援環境,
language system,語言系統,
language teaching system,語言教學系統,
language theory semantics,語言理論語意學,
language tool,語言工具,
language transformation,語言變換,
language translation feature,語言翻譯特徵,
language translation system,語言翻譯系統,
language translation,語言翻譯,
language translator,語言翻譯器,
language understanding system,語言理解系統,
language virtuality,語言可虛擬性,
language-description language,語言描述語言,語言描述語言
languageless programming,無語言程式設計,
language's fundamental structure,語言的基本結構,
LAPB,平衡型鏈接存取程序,平衡型鏈路接入規程
lapel microphone,佩帶式麥克風,
Laplace operator,拉普拉斯運算子,
Laplace's law,拉普拉斯定律,
Laplacian,拉普拉斯算符,
lapse,失誤,
laptop,膝上型電腦,膝上（型）計算機
laptop computer,膝上型電腦,膝上計算機
large area display,大面積顯示器,
large area electronic display panel,大面積電子顯示面板,
large area record reader,大面積記錄閱讀機,
large artificial nerve network,大型人工神經網路,
large associative processor,大相聯處理機,
large attribute,大屬性,
large automatic research computer,大型自動研究計算機,
large capacity core storage,大容量磁心儲存器,
large capacity memory,大容量記憶體,
large capacity satellite,大容量衛星,
large capacity storage,大容量儲存器,
large computer,大型計算機,
large computer project,大型計算機專案,
large computer supply,大型計算機電源,
large computer system,大型計算機系統,
large computerized branch exchange,大型電腦化分局交換機,
large core memory,大容量磁心記憶體,
large core storage access method,大容量磁心儲存器存取法,
large core storage,大容量磁心儲存器,
large data processing,大量資料處理,
large database system,大型資料庫系統,
large database,大型資料庫,
large deformation,大變形,
large digital circuits,大型數位電路,
large electronic display panel,大型電子顯示面板,
large electronic display,大型電子顯示器,
large general purpose computer,大型通用計算機,
large injection,大量注入,
large integrated monolithic array computer,大型積體單石陣列計算機,
large letter,大字母,
large linear system,大線性系統,
large matrix store,大容量矩陣儲存器,
large panel display,大型面板顯示,
large power semiconductor device,大功率半導體裝置,
large power supply,大電源,
large print video terminal,大型列印視頻終端機,
large program life cycle,大型程式生命週期,
large real-time problem,大型即時問題,
large retainer,大型扣件,
large sample theory,大樣本理論,
large scale,大型；大規模,
large scale compound integration circuit,大型複合積體電路,
large scale computer project,大型計算機專案,
large scale computer system,大型計算機系統,
large scale computer,大型計算機,
large scale data processor,大型資料處理機,
large scale digital computer,大型數位計算機,
large scale display,大型顯示器,大屏幕顯示器
large scale dynamic system,大型動態系統,
large scale hybrid integrated circuit,大型併合積體電路,
large scale hybrid microprocessor,大型併合微處理機,
large scale integrated chip,大型積體晶片,
large scale integrated circuit design,大型積體電路設計,
large scale integrated circuit,大型積體電路,
large scale integrated microprocessor,大型積體微處理機,
large scale integrated,大型積體,
large scale integration,大型積體,
large scale knowledge system,大型知識系統,
large scale memory,大型記憶體,
large scale numerical problem,大型數值問題,
large scale program,大型程式,
large scale software development,大型軟體開發,
large scale structure,大型結構,
large scale system,大型系統,
large scale target display,大型目標顯示器,
large scale time-sharing system,大型分時系統,
large scientific code,大型科學碼,
large screen display system,大螢幕顯示系統,
large screen display,大螢幕顯示,
large screen projector,大螢幕投影機,
large signal operation,大信號操作,
large signal parameter,大信號參數,
large syntactic mark,大語法標示,
large system engineering operation,大系統工程作業,
large system job,大系統工件,
large value capacitor,大值電容器,
large vocabulary speech recognition,大詞彙語音識別,大詞表語音識別
large volume data exchange,大容量資料交換；大容量資料交換機,
large volume data,大容量資料,
larger topology,較大拓撲學,
larger word,較大字,
large-scale computer,大型計算機,大型計算機
largest integral equivalent,最大等價整數,
largest logical record size,最大邏輯記錄長度,
largest processing time first,最長處理時間優先,
laser,雷射,
laser acoustic delay,雷射聲響延遲,
laser acquisition and direction,雷射搜索和指揮,
laser addressed memory,雷射定址記憶體,
laser aerospace communications equipment,航太雷射通信設備；航空雷射通信設備,
laser amplifier chain,雷射放大器鍊接,
laser annealed solar cell,雷射退火太陽能單元,
laser annealing,雷射退火,
laser attenuator assembly,雷射衰減器組合,
laser basic mode,雷射基本模式,
laser beam accessible storage,雷射束可存取儲存器,
laser beam deflection circuit,雷射束偏轉電路,
laser beam printer,雷射束列印機,激光打印機
laser beam recorder,雷射束記錄器,
laser beam recording,雷射束記錄技術,
laser beam rotating mirror image recorder,轉鏡式雷射束影像記錄器,
laser beam scanner,雷射束掃瞄器,
laser beam storage,雷射束儲存,
laser beam sweep,雷射束拂掠,
laser beam transmission,雷射束傳輸,
laser beam,雷射束,
laser cavity,雷射空腔,
laser channel capacity,雷射通道容量,
laser coding memory,雷射編碼記憶體,
laser COM,雷射COM；電腦輸出雷射微膠片,
laser communication,雷射通信,
laser communication and tracking,雷射通信與追蹤,
laser communication link,雷射通信鏈接,
laser communication satellite experiment,雷射通信衛星實驗,
laser computer,雷射計算機,
laser connector,雷射連接器,
laser creation,雷射建立,
laser data transmission,雷射資料傳輸,
laser designator seeker system,雷射指定符尋覓系統,
laser detector diode,雷射檢波二極體,
laser diode,雷射二極體,
laser display,雷射顯示,
laser display system,雷射顯示系統,
laser emulsion storage,雷射乳劑儲存器,
laser facility storage,雷射設施儲存,
laser font,雷射字型,
laser holography memory,雷射全像術記憶體,
laser homing and warning system,雷射歸位與警告系統,
laser intersatellite communication,衛星間雷射通訊,
laser measuring system,雷射測量系統,
laser memory,雷射記憶體,激光存儲器
laser mode,雷射模,
laser optical video-disc,雷射光學影碟,
laser phototypesetter,雷射照相排版機,
laser plotter,雷射繪圖器,
laser print head,雷射列印頭,
laser printer,雷射列印機,激光印刷機
laser profile system,雷射設定檔系統,
laser ranging and tracking system,雷射測距與追縱系統,
laser ranging and tracking system,雷射測距與追蹤系統,
laser satellite tracking installation,雷射衛星追蹤裝備,
laser scanner storage,雷射掃瞄器儲存,
laser sensor,雷射感測器,
laser signal device,雷射信號裝置,
laser source,雷射源,
laser storage,雷射儲存器,
laser threshold,雷射定限,
laser typesetter,雷射排版機,激光照排機
laser vision,雷射影碟,激光影碟
laser voice link,雷射語音鏈接,
laser xerography,雷射靜電印刷術,
lasing,雷射作用,
lasing medium,雷射媒體,
last activity date,前次活動日期,
last address register,最後位址暫存器,
last attribute,最後屬性,
last come first serve discipline,後到先做規則,
last come first serve policy,後到先做政策,
last come first serve,後到先做,
last cost,前次成本,
last costed,前次列計成本,
last current state,最後現行狀態,
last cycle,前次週期,
last data sample,前次數據樣本,
last date affecting quantity on hand,前次影響在庫數量日期,
last digit code,未數位碼,
last element,末元素,
last element of chain,鍊尾元素,
last environment point,最後環境點,
last executed instruction,最後執行指令,
last frame address register,最後框位址暫存器,
last in chain,後進鏈,
last in first out list,後進先出串列,
last in first out memory,後進先出記憶體,
last in first out stack,後進先出堆疊,
last in first out store,後進先出儲存,
last in first out,後進先出,
last in last out,後進後出,
last issue date,前次發料日期,
last issue date of component,前次組件發料日期,
last item,末項,
last level register,末級暫存器,
last level,末級,
last location,最後位置,
last logical record,最後邏輯記錄,
last macro,最後巨集,
last maintained,前次維護,
last marked character,最後標示字元,
last number,末號,
last of chain,鍊末,
last operation,前次作業,
last pass phase,末遍階段,
last physical cycle count date,前次實際週期計數日期,
last priority,最後優先等級,最后優先級
last priority level,最後優先等級,
last rack,末架,
last radio contact,最後一次無線電聯絡,
last record,最後記錄,
last referenced point,最後引用點,
last sector,末扇區,
last segment indicator,最末段指示符,
last significant figure,最後有效數,
last simulated,前次模擬的,
last son,末子節點,
last subscript,最後下標,
last symbol,最後符號,
last term,末項,
last terminal,最後終端符,
last test,最後測試,
last test step,最後測試步,
last textword,最後內文字,
last transaction,前次異動,
last transaction date,前次異動日期,
last unit cost,前次單位成本,
last use,前次使用,
last word address,末字位址,
last word,末字,
last-in first-out,後進先出,后進先出
latch,閂；鎖存器,鎖存器
latch bit test,鎖存位位測試,
latch checking switch,鎖存檢查開關,
latch circuit,鎖存電路,
latch decoder,鎖存解碼器,
latch down key,鎖下鍵,
latch enable,鎖存賦能,
latch mode,鎖存模式,
latch out tabulator key,製表鍵鎖定,
latch output,鎖存輸出,
latch pulse,鎖存脈衝,
latch register,鎖存暫存器,
latch trip,閂跳脫,
latch unit,鎖存單元,
latch up,鎖定；內鎖,
latch up free,無鎖定,
latchdown,鎖定,
latched,閂鎖,
latched system,閂鎖系統,
latching,閂鎖,
latching full adder,閂鎖全加器,
latching logic,閂鎖邏輯,
latching network,閂鎖網路,
latching semiconductor diode,閂鎖半導體二極體,
late commitment,延遲交付,
late date,延遲日期,
late distortion,延遲失真,
late register,後暫存器,
latency,潛伏,"潛伏時間, *等待時間"
latency avoidance,等待避免,等待避免
latency hiding,等待隱藏,等待隱藏
latency time,潛伏時間,
latency tolerance,潛時容許度,
latent error,潛在誤差,
latent heat,潛熱,
latent image,潛像,
latent multivalued dependencies,潛在多值相關,
latent root,潛在根,
latent vector,潛在向量,
later phase,後階段,
lateral,橫向,
lateral communications,橫向通信,
lateral complementary transistor,橫向互補電晶體,
lateral deflection,橫向偏轉,
lateral diffusion,橫向擴散,
lateral displacement coding,橫向位移編碼,
lateral displacement loss,橫向位移損耗,
lateral inhibition,橫向禁止,側抑制
lateral injection,橫向注入,
lateral isolation,橫向隔離,
lateral load,橫向負載,
lateral magnification,橫向放大倍數,
lateral parity,橫向奇偶,
lateral PNP transistor,橫向PNP電晶體,
lateral redundancy check,橫向冗餘檢查,
lateral resolution,橫向分解,
lateral reversal,橫向反轉,
lateral tell,橫向資訊傳送器,
lateral transistor,橫向電晶體,
lateral view,棋向視野,
latest completing time,最遲完成時間,
latest node time,最遲節點時間,
latest precedence partition,最新優先分區,
latest starting time,最遲開始時間,
Latin alphabet,拉丁字母表,
Latin font,拉丁文字型,
Latin letter,拉丁字母,
latitude data computer,緯度數據計算機,
lattice,晶格,
lattice defect,晶格缺陷,
lattice diagram,晶格圖,梯格圖
lattice file,晶格檔案,
lattice imperfection,晶格不完全,
lattice like structure,類晶格結構,
lattice model,晶格模型,
lattice modulator,晶格調變器,
lattice network,晶格網路,
lattice point,晶格點,
lattice search,晶格搜尋,
lattice spacing,晶格間距,
lattice structure,晶格結構,
lattice theory,格子理論,
lattice vibration,晶格振動,
launch,發射,
launch amplifier,發射放大器,
launch angle,發射角,
launch auxiliary system,發射輔助系統,
launch control and sequencer system,發射控制和定序器系統,
launch data system,發射資料系統,
launch enable logic unit,發射賦能邏輯單元,
launch operations control center,發射操作控制中心,
launch procedure document,發射程序文件,
launch processing system,發射處理系統,
launch support database,發射支援資料庫,
launch systems data,發射系統數據,
launch vehicle data center,發射載具資料中心,
launch vehicle digital computer,發射載具數位計算機,
launch vehicle flight control,發射載具飛行控制,
launch vehicle flight system,發射載具飛行系統,
launch zone display,發射區顯示器,
launcher assignment console,發射器分配控制台,
launching,發射,
law,法律,
law enforcement,執法,
law enforcement access area,執法存取區,執法訪問區
law enforcement information network,執法資訊網路,
law enforcement teletype system,執法電傳打字系統,
law of large number,大數定律,
laws for construction of programs,程式構造定律,
lay down,安裝,
lay in,導入,
layer,層,層
layer detection,層檢測,分層檢測
layer growth rate,膜生長速率,
layer insulation,層間絕緣,
layer level,層等級,
layer management,層管理,
layer primitive equation,層原始方程式,
layer protocol,層協定,
layer short,層間短路,
layer to layer adhesion,層間粘附,
layer to layer signal transfer,層間信號轉移,
layered architecture computer communication system,分層式架構計算機通信系統,
layered distributed operating system,分層分散式操作系統,
layered domain class,分層式領域類別,
layered file system,分層式檔案系統,
layered machine,分層式機器,
layered operating system,分層式操作系統,
layered protocol,分層式協定,
layered structure,分層式結構,
layered system,分層式系統,
layering,分層,分層
laying,布置,
laying apparatus,布置儀器,
laying effect,布置效應,
layout,布局；布置；列印格式,布局
layout character,布置字元,布局字符
layout check subsystem,布局檢查子系統,
layout constant,布置常數,
layout data,布局數據,
layout definition,布局定義,
layout design,布局設計,
layout ground rule,布局接地規則,布局接地規則
layout object,布局物件,布局對象
layout procedure,布局程序,
layout rule,布局規則,布局規則
layout structure,布局結構,
layout-error exception,布置錯誤異常,
lazy evaluation,遲緩評估,
LB,邏輯庫,邏輯庫
LBA-problem,LBA問題,
LCA,低成本自動化,低成本自動化
LCD,液晶顯示器,液晶顯示
LDAP,輕型目錄存取協定,簡便的目錄訪問協議
LDL,介面描述語言,接口描述語言
lead attribute,主屬性,
lead byte,前置位元組,
lead byte table,前置位元組表,
lead compensation,前置補償,超前補償
lead computer operator,引導計算機操作員,
lead fatigue test,引線疲勞測試,
lead frame,引線框架,
lead in,引入,
lead in pages,引入頁,
lead lag network,提前延遲網路,
lead out,引出,
lead pattern,引線圖型,
lead programmer,引線程式設計師,
lead time,前置時間,
lead time adjustment,前置時間調整,
lead time code,前置時間碼,
lead time control,前置時間控制,
lead time manufacturing,製造前置時間,
lead time purchase,採購前置時間,
lead time scheduling,排程前置時間,
lead wire,引線,
leader,引導,(磁帶)引導段
leader blanks,引導空白,
leader card,引導卡,
leader follower replication,主從複製,主從復制
leader record,引導記錄；首錄,
leader tape,引導帶,
leading,引導；前導,
leading byte,前導位元組,
leading character,前導字元,
leading control,前導控制,
leading decision,前導決策,
leading decision loop,前導決策迴路,
leading diagonal,主對角線,
leading edge,前緣,前沿
leading edge of tape,磁帶前緣,
leading end,前端,
leading flag,引導旗標,
leading graphics,前導圖形,
leading minor,前導子式,
leading principal minor,前導主子式,
leading space,前導間隔,
leading time,前導時間,
leading zero,前導零,
leading zero fill,前導零填充,
leading zero protection,前導零位保護,
leading zero suppress,前導零抑制,
leading-out terminal,輸出端子,
leadless chip carrier,無引線晶片載體,無引線芯片載體
leaf,葉；樹結構端節點,
leaf node,葉節點,
leaf recoed type,葉記錄型式,
leak,洩漏,
leakage,洩漏,
leakage loss,洩漏損耗,
leakage magnetic flux,漏磁通量,
leapfrog test,跳位測試,跳步測試
leapfrogging,跳位,
learnability,可學習性,
learning,學習,
learning agent,學習代理,學習主體
learning algorithm,學習演算法,
learning and adaptive system,學習與適應系統,
learning automation,學習自動化,
learning automaton,學習自動機,學習自動機
learning by analogy,類比學習,
learning by being told,講授學習,講授學習
learning by discovery,發現學習,
learning by doing,實踐學習,實踐學習
learning by example,實例學習,
learning by experimentation,實驗式學習,實驗學習
learning by independent exploration,獨立探索式,
learning by observation,觀察學習,觀察學習
learning control,學習控制,
learning control system,學習控制系統,
learning curve,學習曲線,學習曲線
learning environment,學習環境,
learning from example,從實例學習,實例學習
learning from instruction,從教育中學習,示教學習
learning from observation,從觀察中學習,
learning from solution path,從解題路徑中學習,求解路徑學習
learning from solution paths,從解題路徑中學習,
learning function,學習功能,學習功能
learning machine,學習機,
learning matrix,學習矩陣,
learning method,學習方法,
learning mode,學習模式,學習模式
learning outcomes,學習效果,
learning paradigm,學習範例,學習風范
learning phase,學習階段,
learning process,學習過程,
learning program,學習程式,學習程序
learning resources exchange program,學習資源交換程式,
learning sequence,學習順序,
learning simple conception,學習簡單概念,學習簡單概念
learning software,學習軟體,
learning strategy,學習策略,學習策略
learning structural description,學習結構描述,
learning system,學習系統,
learning system definition,學習系統定義,
learning table,學習表,
learning theory,學習理論,學習理論
learning without teacher,無教師式學習,
leartext,明文,明文
lease,租賃,
lease back,回租,
lease base machine inventory,租賃機器庫存,
lease rental agreement,租賃協定,
leased channel,租用通道,
leased circuit,租用電路,
leased circuit connection,租用電路連接,
leased circuit data transmission service,租用電路資料傳輸服務,
leased circuit service,租用電路服務,
leased facility,租用設施,
leased group link,租用群鏈接,
leased line,租用線路,租用線路
leased line adapter,租用線路轉接器,
leased line availabilities,租用線可用性,
leased line data transmission service,租用線路資料傳輸服務系統,
leased line network,租用網路,
leased line telephone network,租用線電話網路,
leased line,租用線；租用專線,
leased network service,租用網路服務,
leased private channel,租用專用通道,
leased satellite,租用衛星,
leased telegraph circuit,租用電報電路,
least command increment,最少命令增量,
least commitment,最低承諾,
least commitment principle,最少承諾原則,
least common denominator,最小公分母,
least common multiple,最小公倍數,
least cost estimating and scheduling system,最低成本估計與排程系統,
least cost network design,最低成本網路設計,
least cost path,最低成本路徑,
least cost routing,最低成本選路,
least digit significant,最低效數位,
least element,最小元素,
least error energy,最小誤差能量,
least fixed point,最小定點,
least frequently used algorithm,罕用演算法,
least frequently used memory,罕用記憶體,
least frequently used,罕用；最不常用,
least input increment,最小輸入增量,
least mean-square error,最小均方差,
least mean-square estimate,最小均方估計,
